UID	common_name
DOID:9410	Pituitary dwarfism
DOID:9415	Intrinsic asthma
DOID:9415	Allergic bronchitis
DOID:9415	Allergic asthma
DOID:9415	allergic rhinitis with asthma
DOID:9415	Asthma
DOID:9415	Hay fever with asthma
DOID:9415	Childhood asthma
DOID:9423	Blepharitis
DOID:9427	Hypertensive Encephalopathy
DOID:9427	Hypertensive crisis
DOID:9428	Intracranial Hypertension
DOID:9432	Glycosuria, Renal
DOID:9432	Pentosuria
DOID:9432	Familial renal glucosuria
DOID:9439	Chronic cholangitis
DOID:9446	Cholangitis
DOID:9452	Fatty Liver, Alcoholic
DOID:9452	Non-alcoholic Fatty Liver Disease
DOID:9452	Fatty Liver
DOID:9455	Lipoidosis
DOID:9455	Other disorders of lipoid metabolism
DOID:9460	Uterine Cancer
DOID:9460	Malignant Uterine Corpus Neoplasm
DOID:9461	Exposure keratoconjunctivitis
DOID:9463	Otitis Externa
DOID:9463	Infective otitis externa
DOID:9467	Sirenomelia syndrome
DOID:9467	Klippel-Trenaunay-Weber Syndrome
DOID:9467	Holt-Oram syndrome
DOID:9467	Nail-Patella Syndrome
DOID:9467	VATER Association
DOID:9467	Rubinstein-Taybi Syndrome
DOID:9467	Thrombocytopenia-Absent Radius Syndrome
DOID:9467	Congenital malformation syndromes involving limbs
DOID:9470	(non-specific) purulent meningitis
DOID:9470	Meningitis, Bacterial
DOID:9471	Pachymeningitis
DOID:9471	Leptomeningitis
DOID:9471	Arachnoiditis
DOID:9471	Meningitis
DOID:9476	Idiopathic growth hormone deficiency
DOID:9476	Isolated lutropin deficiency (disorder)
DOID:9476	Hypopituitarism
DOID:9476	Pituitary dwarfism
DOID:9476	Isolated deficiency of pituitary hormone
DOID:9476	Panhypopituitarism
DOID:9476	Kallmann Syndrome
DOID:9476	Hypogonadotropic hypogonadism
DOID:9476	Sheehan Syndrome
DOID:9476	Necrosis of pituitary gland (postpartum)
DOID:9476	Isolated gonadotropin deficiency
DOID:9476	Pituitary short stature
DOID:9476	Pituitary cachexia
DOID:9477	Acute pulmonary embolism
DOID:9477	Pulmonary Embolism
DOID:9478	Depression, Postpartum
DOID:9487	Meckel Diverticulum
DOID:9498	Pulmonary Eosinophilia
DOID:9498	Eosinophilic Pneumonia
DOID:9499	Hypereosinophilic syndrome
DOID:9499	Disseminated eosinophilic collagen disease
DOID:950	Dacryoadenitis
DOID:950	Dacryocystitis
DOID:9500	Leukocyte Disorders
DOID:9502	Cryptogenic pulmonary eosinophilia
DOID:9503	Asthmatic pulmonary eosinophilia
DOID:9503	Eosinophilic Pneumonia
DOID:9503	Pulmonary Eosinophilia
DOID:9503	Eosinophilia, Tropical
DOID:9503	Simple Pulmonary Eosinophilia
DOID:9505	Cannabis Abuse
DOID:9505	Marijuana Abuse
DOID:9513	Leukemia, Plasma Cell
DOID:9521	Dwarfism
DOID:9521	Laron Syndrome
DOID:9531	Syphilis, Latent
DOID:9534	Tuberculosis, Pulmonary
DOID:9537	Lassa Fever
DOID:9538	Primary amyloidosis
DOID:9538	Multiple Myeloma
DOID:9540	Skin Diseases, Vascular
DOID:9541	Osteosclerotic Myeloma
DOID:9541	Solitary Osseous Plasmacytoma
DOID:9544	refractory multiple myeloma
DOID:955	Benign Schwannoma
DOID:9553	Adrenal Gland Diseases
DOID:9561	Nasopharyngeal Diseases
DOID:9562	Ciliary Motility Disorders
DOID:9562	Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus
DOID:9562	Primary Ciliary Dyskinesia
DOID:9562	Polynesian Bronchiectasis
DOID:9562	Kartagener Syndrome
DOID:9563	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 3
DOID:9563	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 2
DOID:9563	Idiopathic bronchiectasis
DOID:9563	Bronchiectasis
DOID:9563	BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1
DOID:9565	Dextrocardia
DOID:9574	Choanal Atresia
DOID:9574	CHOANAL ATRESIA, POSTERIOR
DOID:9584	Venezuelan equine encephalomyelitis
DOID:9588	Encephalitis
DOID:9597	Krukenberg Tumor
DOID:9598	Fibromatosis
DOID:9598	Fasciitis
DOID:9599	Proliferative fasciitis
DOID:9599	Nodular fasciitis
DOID:96	Staphylococcal Food Poisoning
DOID:960	Leiomyoma of esophagus
DOID:9600	Fasciitis, Plantar
DOID:9600	Fibromatosis, Plantar
DOID:9601	Ischemic fasciitis
DOID:9602	Necrotizing fasciitis
DOID:962	neurofibroma
DOID:9620	Vesicoureteral Reflux 1
DOID:9620	VESICOURETERAL REFLUX 8
DOID:9620	Familial vesicoureteral reflux
DOID:9620	PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT
DOID:9620	Vesico-Ureteral Reflux
DOID:9620	VESICOURETERAL REFLUX 3
DOID:9620	Vesicoureteral Reflux 2
DOID:9621	Acquired renal cystic disease
DOID:9622	Hypertrophy of kidney
DOID:963	Episodic Ataxia
DOID:9631	Pelger-Huet Anomaly
DOID:9637	Stomatitis, Denture
DOID:9637	Inflammatory disease of mucous membrane
DOID:9637	Stomatitis
DOID:9637	Vesicular Stomatitis
DOID:9640	Intestinal microsporidiosis
DOID:9640	Sarcocystosis
DOID:9643	Babesiosis
DOID:9649	Congenital nystagmus
DOID:9649	NYSTAGMUS 6, CONGENITAL, X-LINKED
DOID:9650	Nystagmus
DOID:9651	Heart Failure, Systolic
DOID:9655	Leukoplakia of oral mucosa, incl tongue
DOID:9655	Leukoplakia, Oral
DOID:9663	Aphthous Stomatitis
DOID:9663	Minor oral aphthous ulceration
DOID:9667	Threatened abortion
DOID:9667	Abruptio Placentae
DOID:9669	Age-related cataract
DOID:9673	Vesicular Stomatitis
DOID:9673	Necrotizing Ulcerative Gingivitis
DOID:9673	Stomatitis, Denture
DOID:9673	Stomatitis
DOID:9675	Other emphysema
DOID:9675	Pulmonary Emphysema
DOID:9681	Uterine Cervical Incompetence
DOID:9682	Yellow Fever
DOID:9699	Neonatal chlamydial conjunctivitis
DOID:970	Tenosynovitis
DOID:9700	Acute contagious conjunctivitis
DOID:971	Enthesopathy
DOID:971	Osteophyte
DOID:971	Tendinopathy
DOID:971	Tendinitis
DOID:9717	Mucocele of gallbladder
DOID:9719	Proliferative vitreoretinopathy
DOID:9720	Vitreous floaters
DOID:9726	Vitreous degeneration
DOID:9726	Vitreous Detachment
DOID:9733	Tuberculosis, Renal
DOID:9741	Biliary Tract Diseases
DOID:9743	Diabetic Neuropathies
DOID:9744	diabetes (mellitus) due to autoimmune process
DOID:9744	Diabetes Mellitus, Insulin-Dependent
DOID:9744	diabetes (mellitus) due to immune mediated pancreatic islet beta-cell destruction
DOID:9744	idiopathic diabetes (mellitus)
DOID:9744	Diabetes Mellitus, Ketosis-Prone
DOID:9746	Hemorrhoids
DOID:9766	Xanthogranulomatous cholecystitis
DOID:9767	Myocardial Stunning
DOID:9768	Ventricular aneurysm
DOID:9775	Heart Failure, Diastolic
DOID:9778	Irritable Bowel Syndrome
DOID:9779	Functional disorder of intestine
DOID:9784	Trichinellosis
DOID:9784	Infection by larvae of Trichinella spiralis
DOID:9786	Poliomyelitis
DOID:9786	Infantile paralysis
DOID:980	Central areolar choroidal sclerosis
DOID:980	Choroidal sclerosis
DOID:980	Choroidal Dystrophy, Central Areolar 1
DOID:9801	Peritonitis, Tuberculous
DOID:9801	Tuberculous ascites
DOID:9808	Anti-Glomerular Basement Membrane Disease
DOID:9808	Vasculitis, Leukocytoclastic, Cutaneous
DOID:9809	Anti-Glomerular Basement Membrane Disease
DOID:9809	Vasculitis, Leukocytoclastic, Cutaneous
DOID:9809	Henoch-Schoenlein Purpura
DOID:9810	Necrotizing Arteritis
DOID:9810	Polyarteritis Nodosa
DOID:9820	Serpiginous choroiditis
DOID:9821	Choroidal sclerosis
DOID:9821	Choroideremia
DOID:9822	CHOROIDAL DYSTROPHY, CENTRAL AREOLAR 2
DOID:9827	Accessory carpal bones
DOID:9827	Cleidocranial Dysplasia
DOID:9827	Radioulnar Synostosis
DOID:9827	Macrodactylia of fingers
DOID:9827	Triphalangeal thumb
DOID:9827	Madelung Deformity
DOID:9827	Sprengel deformity
DOID:9828	Neonatal Abstinence Syndrome
DOID:9834	Hyperopia
DOID:9835	Ametropia
DOID:9835	Refractive Errors
DOID:9837	Manifest vertical squint
DOID:9837	Strabismus
DOID:9837	Hypertropia
DOID:9839	Esotropia with accommodative compensation
DOID:9840	Esotropia
DOID:9841	Hypotropia
DOID:9848	Meniere Disease
DOID:9848	Endolymphatic Hydrops
DOID:9849	Endolymphatic Hydrops
DOID:9849	Meniere Disease
DOID:9854	Dyskinetic syndrome
DOID:9854	Lingual-Facial-Buccal Dyskinesia
DOID:9857	Stromal keratitis
DOID:986	Alopecia Areata
DOID:986	ALOPECIA AREATA 2
DOID:986	Alopecia universalis
DOID:9861	Acute miliary tuberculosis
DOID:9861	Tuberculosis, Miliary
DOID:9867	Toxic maculopathy
DOID:9869	Hereditary fructose intolerance syndrome
DOID:987	Alopecia
DOID:9870	Galactosemias
DOID:988	MYXOMATOUS MITRAL VALVE PROLAPSE 1
DOID:988	Familial mitral valve prolapse
DOID:988	MITRAL VALVE PROLAPSE, MYXOMATOUS 2
DOID:988	Mitral valve dysplasia
DOID:988	Mitral Valve Prolapse Syndrome
DOID:9883	Becker Muscular Dystrophy
DOID:9883	Benign congenital myopathy
DOID:9884	Muscular Dystrophy
DOID:9884	Muscular Dystrophy, Scapulohumeral
DOID:9888	Alternating esotropia
DOID:9893	Aggressive Periodontitis
DOID:9893	Periodontosis
DOID:990	Congenital heart block
DOID:9903	Meibomian Cyst
DOID:9923	Clumsiness - motor delay
DOID:9923	Developmental Coordination Disorder
DOID:9923	Motor Skills Disorders
DOID:9938	Dacryocystitis
DOID:9939	Lacrimal mucocele
DOID:9942	Disorder of lymph node
DOID:9946	Corticosteroid-induced glaucoma
DOID:9952	Acute lymphoblastic leukemia, L1 type
DOID:9952	Precursor Cell Lymphoblastic Leukemia Lymphoma
DOID:9952	Acute lymphoblastic leukemia with lymphomatous features
DOID:9952	Acute lymphocytic leukemia
DOID:9953	Acute leukemia
DOID:9953	Acute bilineal leukemia
DOID:9953	Acute biphenotypic leukemia
DOID:9955	HYPOPLASTIC LEFT HEART SYNDROME 2
DOID:9955	Hypoplastic Left Heart Syndrome
DOID:9955	HYPOPLASTIC LEFT HEART SYNDROME 1
DOID:9957	Periostitis
DOID:9958	Uterine hemorrhage
DOID:9965	Toxoplasmosis
DOID:9970	Calorie overload
DOID:9970	Thinness
DOID:9970	Obesity
DOID:9970	Simple obesity
DOID:9970	adiposity
DOID:9971	Hypervitaminosis D
DOID:9975	Cocaine Dependence
DOID:9975	Cocaine-Related Disorders
DOID:9976	Heroin Dependence
DOID:998	Eosinophilia-Myalgia Syndrome
DOID:9986	Orbital lymphoma
DOID:9988	Neurosyphilis
DOID:9988	Syphilitic gumma
DOID:9988	Syphilis, tertiary
DOID:999	Familial eosinophilia
DOID:999	Eosinophilia
DOID:999	Idiopathic eosinophilia
DOID:9993	Hypoglycemia
DOID:9997	Peripartum cardiomyopathy
PUBCHEM.COMPOUND:92253	levobupivacaine
PUBCHEM.COMPOUND:6604415	(S)-nicardipine
PUBCHEM.COMPOUND:157702	(S)-nitrendipine
PUBCHEM.COMPOUND:688441	levdobutamine
PUBCHEM.COMPOUND:169371	aminopterin
PUBCHEM.COMPOUND:65526	NA
PUBCHEM.COMPOUND:4775	NA
PUBCHEM.COMPOUND:9444	azacitidine
PUBCHEM.COMPOUND:3385	fluorouracil
PUBCHEM.COMPOUND:16574	NA
PUBCHEM.COMPOUND:4114	methoxsalen
PUBCHEM.COMPOUND:248856	NA
PUBCHEM.COMPOUND:441300	abacavir
PUBCHEM.COMPOUND:16131215	abarelix
PUBCHEM.COMPOUND:17513	NA
PUBCHEM.COMPOUND:71158	acamprosate
PUBCHEM.COMPOUND:41774	acarbose
PUBCHEM.COMPOUND:1978	acebutolol
PUBCHEM.COMPOUND:6489	NA
PUBCHEM.COMPOUND:71771	aceclofenac
PUBCHEM.COMPOUND:66451	acediasulfone
PUBCHEM.COMPOUND:636372	NA
PUBCHEM.COMPOUND:182230	NA
PUBCHEM.COMPOUND:1981	acemetacin
PUBCHEM.COMPOUND:54676537	acenocoumarol
PUBCHEM.COMPOUND:69550	acefylline
PUBCHEM.COMPOUND:26035	aceprometazine
PUBCHEM.COMPOUND:67538	NA
PUBCHEM.COMPOUND:1983	paracetamol
PUBCHEM.COMPOUND:1984	NA
PUBCHEM.COMPOUND:904	NA
PUBCHEM.COMPOUND:1985	NA
PUBCHEM.COMPOUND:1986	acetazolamide
PUBCHEM.COMPOUND:1989	acetohexamide
PUBCHEM.COMPOUND:1990	NA
PUBCHEM.COMPOUND:17676	acetophenazine
PUBCHEM.COMPOUND:107751	racecadotril
PUBCHEM.COMPOUND:31400	NA
PUBCHEM.COMPOUND:94320	acetoxolone
PUBCHEM.COMPOUND:6806	NA
PUBCHEM.COMPOUND:1	NA
PUBCHEM.COMPOUND:187	acetylcholine
PUBCHEM.COMPOUND:12035	acetylcysteine
PUBCHEM.COMPOUND:5284512	acetyldigitoxin
PUBCHEM.COMPOUND:10350481	NA
PUBCHEM.COMPOUND:5463874	NA
PUBCHEM.COMPOUND:6436102	NA
PUBCHEM.COMPOUND:1995	NA
PUBCHEM.COMPOUND:1999	NA
PUBCHEM.COMPOUND:6077	acepromazine
PUBCHEM.COMPOUND:2244	NA
PUBCHEM.COMPOUND:5310993	acipimox
PUBCHEM.COMPOUND:2006	NA
PUBCHEM.COMPOUND:5284513	acitretin
PUBCHEM.COMPOUND:451415	aclarubicin
PUBCHEM.COMPOUND:2009	aclatonium
PUBCHEM.COMPOUND:5284514	acrivastine
PUBCHEM.COMPOUND:287180	NA
PUBCHEM.COMPOUND:2018	NA
PUBCHEM.COMPOUND:2022	aciclovir
PUBCHEM.COMPOUND:64387	NA
PUBCHEM.COMPOUND:60164	adapalene
PUBCHEM.COMPOUND:60871	NA
PUBCHEM.COMPOUND:190	adenine
PUBCHEM.COMPOUND:60961	adenosine
PUBCHEM.COMPOUND:5957	NA
PUBCHEM.COMPOUND:6083	NA
PUBCHEM.COMPOUND:37632	adinazolam
PUBCHEM.COMPOUND:2031	adiphenine
PUBCHEM.COMPOUND:3033226	NA
PUBCHEM.COMPOUND:7436	NA
PUBCHEM.COMPOUND:2040	NA
PUBCHEM.COMPOUND:82148	agomelatine
PUBCHEM.COMPOUND:6100671	ajmaline
PUBCHEM.COMPOUND:71992	alacepril
PUBCHEM.COMPOUND:3086677	alatrofloxacin
PUBCHEM.COMPOUND:2082	albendazole
PUBCHEM.COMPOUND:83969	NA
PUBCHEM.COMPOUND:2083	salbutamol
PUBCHEM.COMPOUND:3032361	NA
PUBCHEM.COMPOUND:30951	alclofenac
PUBCHEM.COMPOUND:21158560	alcuronium
PUBCHEM.COMPOUND:5839	aldosterone
PUBCHEM.COMPOUND:2088	NA
PUBCHEM.COMPOUND:2090	alexidine
PUBCHEM.COMPOUND:51263	alfentanil
PUBCHEM.COMPOUND:2092	alfuzosin
PUBCHEM.COMPOUND:71916	NA
PUBCHEM.COMPOUND:5493444	aliskiren
PUBCHEM.COMPOUND:43008	alizapride
PUBCHEM.COMPOUND:24145	NA
PUBCHEM.COMPOUND:5842	NA
PUBCHEM.COMPOUND:71837	NA
PUBCHEM.COMPOUND:2094	allopurinol
PUBCHEM.COMPOUND:235905	NA
PUBCHEM.COMPOUND:2097	NA
PUBCHEM.COMPOUND:33887	NA
PUBCHEM.COMPOUND:123606	almotriptan
PUBCHEM.COMPOUND:2099	alosetron
PUBCHEM.COMPOUND:5282181	alfacalcidol
PUBCHEM.COMPOUND:6471	NA
PUBCHEM.COMPOUND:104845	alfaxalone
PUBCHEM.COMPOUND:54897	alpidem
PUBCHEM.COMPOUND:71253	NA
PUBCHEM.COMPOUND:2118	alprazolam
PUBCHEM.COMPOUND:2119	alprenolol
PUBCHEM.COMPOUND:5280723	alprostadil
PUBCHEM.COMPOUND:2122	NA
PUBCHEM.COMPOUND:2123	altretamine
PUBCHEM.COMPOUND:3678	NA
PUBCHEM.COMPOUND:5488548	alvimopan
PUBCHEM.COMPOUND:2130	amantadine
PUBCHEM.COMPOUND:1549158	NA
PUBCHEM.COMPOUND:2131	ambenonium
PUBCHEM.COMPOUND:2132	ambroxol
PUBCHEM.COMPOUND:10616	NA
PUBCHEM.COMPOUND:8277	NA
PUBCHEM.COMPOUND:443958	amcinonide
PUBCHEM.COMPOUND:71926	NA
PUBCHEM.COMPOUND:15010	amidefrine
PUBCHEM.COMPOUND:2141	amifostine
PUBCHEM.COMPOUND:37768	amikacin
PUBCHEM.COMPOUND:16231	amiloride
PUBCHEM.COMPOUND:84621	NA
PUBCHEM.COMPOUND:7019	aminoacridine
PUBCHEM.COMPOUND:34870	amineptine
PUBCHEM.COMPOUND:8798	NA
PUBCHEM.COMPOUND:564	NA
PUBCHEM.COMPOUND:2145	aminoglutethimide
PUBCHEM.COMPOUND:2148	NA
PUBCHEM.COMPOUND:137	NA
PUBCHEM.COMPOUND:6433083	NA
PUBCHEM.COMPOUND:157922	NA
PUBCHEM.COMPOUND:12551	NA
PUBCHEM.COMPOUND:22565	NA
PUBCHEM.COMPOUND:6009	aminophenazone
PUBCHEM.COMPOUND:1533	NA
PUBCHEM.COMPOUND:19392	NA
PUBCHEM.COMPOUND:71166	aminoquinuride
PUBCHEM.COMPOUND:16630	NA
PUBCHEM.COMPOUND:2157	amiodarone
PUBCHEM.COMPOUND:10275	NA
PUBCHEM.COMPOUND:2159	amisulpride
PUBCHEM.COMPOUND:2160	amitriptyline
PUBCHEM.COMPOUND:20313	amitriptylinoxide
PUBCHEM.COMPOUND:2161	amlexanox
PUBCHEM.COMPOUND:2162	amlodipine
PUBCHEM.COMPOUND:2164	NA
PUBCHEM.COMPOUND:5464102	NA
PUBCHEM.COMPOUND:2165	amodiaquine
PUBCHEM.COMPOUND:6453	NA
PUBCHEM.COMPOUND:54260	NA
PUBCHEM.COMPOUND:33488	NA
PUBCHEM.COMPOUND:2169	NA
PUBCHEM.COMPOUND:2170	amoxapine
PUBCHEM.COMPOUND:33613	amoxicillin
PUBCHEM.COMPOUND:73333	amperozide
PUBCHEM.COMPOUND:8641	NA
PUBCHEM.COMPOUND:3007	amfetamine
PUBCHEM.COMPOUND:28615	NA
PUBCHEM.COMPOUND:5280965	NA
PUBCHEM.COMPOUND:6249	ampicillin
PUBCHEM.COMPOUND:2176	NA
PUBCHEM.COMPOUND:65016	amprenavir
PUBCHEM.COMPOUND:3698	amrinone
PUBCHEM.COMPOUND:3035016	NA
PUBCHEM.COMPOUND:2179	amsacrine
PUBCHEM.COMPOUND:65655	NA
PUBCHEM.COMPOUND:10026	NA
PUBCHEM.COMPOUND:10767	NA
PUBCHEM.COMPOUND:252301	NA
PUBCHEM.COMPOUND:2182	anagrelide
PUBCHEM.COMPOUND:2187	anastrozole
PUBCHEM.COMPOUND:19732	NA
PUBCHEM.COMPOUND:25051	NA
PUBCHEM.COMPOUND:9676	androisoxazole
PUBCHEM.COMPOUND:10634	androstenediol
PUBCHEM.COMPOUND:6128	androstenedione
PUBCHEM.COMPOUND:111332	anecortave
PUBCHEM.COMPOUND:2194	NA
PUBCHEM.COMPOUND:443324	anhydrovinblastine
PUBCHEM.COMPOUND:8944	anileridine
PUBCHEM.COMPOUND:2196	NA
PUBCHEM.COMPOUND:2197	anisindione
PUBCHEM.COMPOUND:657201	NA
PUBCHEM.COMPOUND:2200	antazoline
PUBCHEM.COMPOUND:13751	NA
PUBCHEM.COMPOUND:2202	dithranol
PUBCHEM.COMPOUND:6602341	NA
PUBCHEM.COMPOUND:6005	apomorphine
PUBCHEM.COMPOUND:2216	apraclonidine
PUBCHEM.COMPOUND:6918365	aprepitant
PUBCHEM.COMPOUND:2218	aprindine
PUBCHEM.COMPOUND:6464	NA
PUBCHEM.COMPOUND:2225	aranidipine
PUBCHEM.COMPOUND:68682	NA
PUBCHEM.COMPOUND:60789	arbutamine
PUBCHEM.COMPOUND:92722	argatroban
PUBCHEM.COMPOUND:60795	aripiprazole
PUBCHEM.COMPOUND:2239	NA
PUBCHEM.COMPOUND:14888	NA
PUBCHEM.COMPOUND:68911	NA
PUBCHEM.COMPOUND:3000469	NA
PUBCHEM.COMPOUND:6917864	NA
PUBCHEM.COMPOUND:71961	NA
PUBCHEM.COMPOUND:2247	astemizole
PUBCHEM.COMPOUND:5284517	NA
PUBCHEM.COMPOUND:107924	asulacrine
PUBCHEM.COMPOUND:5484	NA
PUBCHEM.COMPOUND:148192	atazanavir
PUBCHEM.COMPOUND:2249	atenolol
PUBCHEM.COMPOUND:54841	atomoxetine
PUBCHEM.COMPOUND:60823	atorvastatin
PUBCHEM.COMPOUND:74989	atovaquone
PUBCHEM.COMPOUND:47319	atracurium
PUBCHEM.COMPOUND:174174	atropine
PUBCHEM.COMPOUND:3000668	NA
PUBCHEM.COMPOUND:6436171	NA
PUBCHEM.COMPOUND:8966	azapetine
PUBCHEM.COMPOUND:26098	azapropazone
PUBCHEM.COMPOUND:2264	azasetron
PUBCHEM.COMPOUND:19861	azatadine
PUBCHEM.COMPOUND:2265	azathioprine
PUBCHEM.COMPOUND:2266	NA
PUBCHEM.COMPOUND:2267	azelastine
PUBCHEM.COMPOUND:65948	azelnidipine
PUBCHEM.COMPOUND:15574941	NA
PUBCHEM.COMPOUND:9571004	azimilide
PUBCHEM.COMPOUND:71105	NA
PUBCHEM.COMPOUND:447043	azithromycin
PUBCHEM.COMPOUND:6479523	azlocillin
PUBCHEM.COMPOUND:2273	NA
PUBCHEM.COMPOUND:5742832	aztreonam
PUBCHEM.COMPOUND:441397	bacampicillin
PUBCHEM.COMPOUND:10909430	bacitracin
PUBCHEM.COMPOUND:2284	baclofen
PUBCHEM.COMPOUND:65958	NA
PUBCHEM.COMPOUND:6335412	balsalazide
PUBCHEM.COMPOUND:54766	bambuterol
PUBCHEM.COMPOUND:2292	NA
PUBCHEM.COMPOUND:16229	NA
PUBCHEM.COMPOUND:72075	bamipine
PUBCHEM.COMPOUND:2294	NA
PUBCHEM.COMPOUND:443869	barnidipine
PUBCHEM.COMPOUND:10391	NA
PUBCHEM.COMPOUND:51348	NA
PUBCHEM.COMPOUND:21700	NA
PUBCHEM.COMPOUND:2309	NA
PUBCHEM.COMPOUND:6456014	belotecan
PUBCHEM.COMPOUND:72070	NA
PUBCHEM.COMPOUND:9330	NA
PUBCHEM.COMPOUND:5362124	benazepril
PUBCHEM.COMPOUND:2312	NA
PUBCHEM.COMPOUND:65628	bendamustine
PUBCHEM.COMPOUND:2313	NA
PUBCHEM.COMPOUND:12132	NA
PUBCHEM.COMPOUND:2315	bendroflumethiazide
PUBCHEM.COMPOUND:2318	NA
PUBCHEM.COMPOUND:3032771	NA
PUBCHEM.COMPOUND:21102	NA
PUBCHEM.COMPOUND:39941	benoxaprofen
PUBCHEM.COMPOUND:16363	benperidol
PUBCHEM.COMPOUND:3055	diphenidol
PUBCHEM.COMPOUND:2327	benserazide
PUBCHEM.COMPOUND:34592	NA
PUBCHEM.COMPOUND:6957673	NA
PUBCHEM.COMPOUND:255968	benzarone
PUBCHEM.COMPOUND:2333	benzbromarone
PUBCHEM.COMPOUND:6827	NA
PUBCHEM.COMPOUND:66248	NA
PUBCHEM.COMPOUND:6237	benziodarone
PUBCHEM.COMPOUND:31593	NA
PUBCHEM.COMPOUND:2337	benzocaine
PUBCHEM.COMPOUND:28425	NA
PUBCHEM.COMPOUND:10520	NA
PUBCHEM.COMPOUND:7699	benzonatate
PUBCHEM.COMPOUND:10718	NA
PUBCHEM.COMPOUND:7187	NA
PUBCHEM.COMPOUND:5311017	benzphetamine
PUBCHEM.COMPOUND:65604	NA
PUBCHEM.COMPOUND:2342	benzquinamide
PUBCHEM.COMPOUND:2343	benzthiazide
PUBCHEM.COMPOUND:1201549	benzatropine
PUBCHEM.COMPOUND:244	NA
PUBCHEM.COMPOUND:2345	NA
PUBCHEM.COMPOUND:2348	NA
PUBCHEM.COMPOUND:685814	NA
PUBCHEM.COMPOUND:19667	NA
PUBCHEM.COMPOUND:164522	bepotastine
PUBCHEM.COMPOUND:2351	bepridil
PUBCHEM.COMPOUND:6917951	beraprost
PUBCHEM.COMPOUND:5280489	betacarotene
PUBCHEM.COMPOUND:2366	betahistine
PUBCHEM.COMPOUND:247	betaine
PUBCHEM.COMPOUND:9782	betamethasone
PUBCHEM.COMPOUND:443967	NA
PUBCHEM.COMPOUND:111080	NA
PUBCHEM.COMPOUND:5282492	NA
PUBCHEM.COMPOUND:71470	NA
PUBCHEM.COMPOUND:21800	NA
PUBCHEM.COMPOUND:16533	NA
PUBCHEM.COMPOUND:71651	betamipron
PUBCHEM.COMPOUND:2369	betaxolol
PUBCHEM.COMPOUND:7741	betazole
PUBCHEM.COMPOUND:2370	bethanechol
PUBCHEM.COMPOUND:2368	betanidine
PUBCHEM.COMPOUND:2372	bevantolol
PUBCHEM.COMPOUND:82146	bexarotene
PUBCHEM.COMPOUND:39042	bezafibrate
PUBCHEM.COMPOUND:61791	NA
PUBCHEM.COMPOUND:10304	NA
PUBCHEM.COMPOUND:71339	biapenem
PUBCHEM.COMPOUND:71954	NA
PUBCHEM.COMPOUND:2375	bicalutamide
PUBCHEM.COMPOUND:59798	NA
PUBCHEM.COMPOUND:2377	bifemelane
PUBCHEM.COMPOUND:2378	bifonazole
PUBCHEM.COMPOUND:5311027	bimatoprost
PUBCHEM.COMPOUND:68884	NA
PUBCHEM.COMPOUND:171548	biotin
PUBCHEM.COMPOUND:2381	biperiden
PUBCHEM.COMPOUND:2391	bisacodyl
PUBCHEM.COMPOUND:5351322	bisantrene
PUBCHEM.COMPOUND:3033742	NA
PUBCHEM.COMPOUND:3034022	NA
PUBCHEM.COMPOUND:2405	bisoprolol
PUBCHEM.COMPOUND:65977	NA
PUBCHEM.COMPOUND:26391	NA
PUBCHEM.COMPOUND:6537425	bisulepine
PUBCHEM.COMPOUND:35330	bitolterol
PUBCHEM.COMPOUND:16129704	bivalirudin
PUBCHEM.COMPOUND:125564	blonanserin
PUBCHEM.COMPOUND:44112	bopindolol
PUBCHEM.COMPOUND:30160	NA
PUBCHEM.COMPOUND:387447	bortezomib
PUBCHEM.COMPOUND:104865	bosentan
PUBCHEM.COMPOUND:68416	NA
PUBCHEM.COMPOUND:2431	bretylium
PUBCHEM.COMPOUND:2435	brimonidine
PUBCHEM.COMPOUND:68844	brinzolamide
PUBCHEM.COMPOUND:446727	brivudine
PUBCHEM.COMPOUND:68760	brodimoprim
PUBCHEM.COMPOUND:2441	bromazepam
PUBCHEM.COMPOUND:5358572	NA
PUBCHEM.COMPOUND:60726	bromfenac
PUBCHEM.COMPOUND:2442	bromhexine
PUBCHEM.COMPOUND:31101	bromocriptine
PUBCHEM.COMPOUND:2444	bromazine
PUBCHEM.COMPOUND:5558	NA
PUBCHEM.COMPOUND:2446	bromopride
PUBCHEM.COMPOUND:2448	bromperidol
PUBCHEM.COMPOUND:6834	brompheniramine
PUBCHEM.COMPOUND:2451	brotizolam
PUBCHEM.COMPOUND:162137	NA
PUBCHEM.COMPOUND:68771	NA
PUBCHEM.COMPOUND:2453	broxyquinoline
PUBCHEM.COMPOUND:14130	NA
PUBCHEM.COMPOUND:656604	NA
PUBCHEM.COMPOUND:9687	NA
PUBCHEM.COMPOUND:6729	buclizine
PUBCHEM.COMPOUND:93159	NA
PUBCHEM.COMPOUND:169787	NA
PUBCHEM.COMPOUND:5281004	budesonide
PUBCHEM.COMPOUND:68778	budipine
PUBCHEM.COMPOUND:6419536	NA
